client_id,age,job,marital,education,credit_default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
3160,58,unknown,unknown,basic.4y,no,unknown,no,cellular,may,17,442,1,457,366,success,-2,93,-32,2,5420,yes
3161,31,blue-collar,single,basic.4y,no,unknown,unknown,cellular,mar,16,423,8,327,672,failure,-1,93,-33,3,5615,yes
3162,35,admin.,unknown,basic.9y,no,yes,unknown,telephone,mar,27,65,6,180,902,success,1,94,-47,2,5320,yes
3163,20,unemployed,single,basic.4y,no,yes,no,telephone,sep,29,423,2,933,922,nonexistent,-2,92,-37,0,5074,yes
3164,35,unemployed,single,basic.9y,unknown,yes,unknown,telephone,mar,20,300,3,826,544,failure,0,92,-36,4,5944,no
3165,72,blue-collar,single,basic.4y,unknown,unknown,unknown,cellular,sep,15,23,3,61,519,success,2,93,-37,2,5294,yes
3166,38,admin.,single,basic.4y,unknown,yes,yes,telephone,mar,23,708,2,275,870,failure,0,92,-44,3,5598,yes
3167,35,unemployed,married,basic.4y,unknown,unknown,unknown,telephone,may,12,74,3,220,760,nonexistent,-1,92,-36,0,5450,yes
3168,95,admin.,married,basic.4y,yes,yes,unknown,telephone,sep,16,812,1,410,478,failure,0,92,-41,4,5238,yes
3169,93,admin.,married,unknown,yes,unknown,yes,telephone,may,21,58,6,354,58,failure,-2,94,-49,1,5019,yes
3170,25,unknown,unknown,basic.4y,yes,unknown,no,telephone,mar,9,189,8,961,871,failure,-1,94,-32,3,5070,no
3171,57,unknown,unknown,basic.9y,no,yes,yes,cellular,may,29,52,5,333,293,failure,-2,94,-39,4,5779,yes
3172,53,blue-collar,married,unknown,yes,unknown,unknown,telephone,sep,6,130,8,159,229,success,-3,92,-39,1,5331,no
3173,88,admin.,single,basic.4y,unknown,yes,no,cellular,sep,10,880,9,357,449,nonexistent,-2,94,-34,4,5337,no
3174,43,blue-collar,unknown,basic.9y,yes,no,unknown,cellular,sep,7,236,1,191,958,nonexistent,1,94,-36,1,5247,yes
3175,26,admin.,unknown,basic.4y,no,yes,unknown,cellular,sep,21,192,4,681,806,failure,-1,92,-37,4,5482,no
3176,61,blue-collar,unknown,unknown,yes,no,no,telephone,may,22,496,2,430,534,success,2,93,-40,3,5403,no
3177,34,unknown,single,basic.9y,unknown,yes,no,cellular,sep,20,294,5,226,421,success,0,92,-33,3,5006,yes
3178,58,unknown,unknown,basic.9y,no,yes,no,telephone,mar,10,678,5,908,715,nonexistent,2,93,-43,2,5971,no
3179,20,unknown,married,unknown,unknown,unknown,yes,cellular,may,20,560,2,91,623,failure,-2,94,-42,2,5879,yes
3180,20,blue-collar,unknown,unknown,unknown,yes,unknown,telephone,may,24,345,9,84,676,failure,1,92,-41,1,5247,yes
3181,69,unknown,single,basic.4y,unknown,no,no,cellular,may,2,310,9,663,790,nonexistent,1,94,-43,2,5087,no
3182,60,unknown,single,basic.9y,unknown,no,no,telephone,sep,8,614,4,352,339,success,2,94,-33,3,5502,yes
3183,97,blue-collar,single,basic.4y,no,unknown,yes,telephone,sep,18,230,3,780,682,success,-1,93,-35,0,5122,yes
3184,71,admin.,unknown,basic.9y,unknown,unknown,no,cellular,sep,22,216,1,169,667,nonexistent,-3,94,-36,0,5845,yes
3185,95,unemployed,married,unknown,no,yes,unknown,cellular,mar,28,137,1,463,418,success,2,92,-38,1,5407,yes
3186,80,unemployed,married,unknown,no,no,yes,cellular,may,16,77,1,64,957,success,2,93,-41,3,5301,no
3187,68,unemployed,unknown,basic.4y,no,yes,no,cellular,sep,16,229,6,119,702,failure,1,94,-34,0,5751,no
3188,83,unknown,single,unknown,yes,unknown,unknown,telephone,may,18,860,5,440,396,success,0,94,-47,3,5234,yes
3189,79,admin.,single,basic.4y,no,unknown,unknown,telephone,may,26,838,5,399,211,nonexistent,2,93,-32,4,5437,yes
3190,32,unknown,married,unknown,no,unknown,unknown,cellular,mar,10,225,5,247,377,failure,-1,94,-33,2,5912,no
3191,85,blue-collar,single,basic.4y,unknown,yes,yes,cellular,may,13,857,9,217,182,failure,-1,92,-45,0,5907,no
3192,24,unemployed,married,basic.4y,unknown,yes,yes,telephone,mar,25,543,3,662,265,failure,-3,94,-34,1,5945,yes
3193,43,unknown,single,basic.4y,yes,yes,yes,cellular,may,7,610,1,567,61,nonexistent,1,92,-32,3,5414,yes
3194,97,unknown,single,unknown,no,no,yes,cellular,may,5,743,7,682,348,nonexistent,1,94,-43,1,5751,yes
3195,73,unknown,unknown,basic.4y,no,no,unknown,cellular,mar,9,638,9,140,843,success,0,92,-42,1,5059,no
3196,22,blue-collar,single,basic.4y,unknown,no,yes,cellular,sep,16,29,6,952,608,nonexistent,0,92,-49,2,5408,no
3197,78,unemployed,unknown,basic.4y,no,no,yes,telephone,may,6,451,5,452,757,success,-3,93,-35,4,5833,yes
3198,78,unknown,married,basic.9y,no,no,no,telephone,may,21,518,1,247,509,success,2,92,-32,3,5421,yes
3199,34,blue-collar,single,basic.4y,no,no,no,telephone,sep,21,650,2,53,851,nonexistent,1,93,-36,1,5489,no
3200,64,admin.,married,basic.4y,unknown,unknown,unknown,cellular,may,25,755,6,416,867,failure,-2,93,-37,3,5124,no
3201,93,unemployed,unknown,unknown,no,unknown,yes,cellular,may,9,120,3,49,907,success,1,92,-49,0,5308,yes
3202,27,unknown,unknown,basic.4y,no,yes,unknown,cellular,may,2,628,2,137,332,nonexistent,1,92,-41,2,5801,no
3203,91,unknown,unknown,unknown,unknown,yes,no,cellular,mar,27,941,1,515,644,nonexistent,-1,92,-41,0,5475,no
3204,18,unemployed,unknown,basic.9y,yes,no,unknown,cellular,may,16,681,1,765,814,nonexistent,-1,92,-49,1,5906,no
3205,90,unknown,unknown,basic.4y,no,unknown,yes,cellular,may,2,709,8,377,630,nonexistent,2,94,-41,0,5143,no
3206,79,unknown,single,basic.4y,yes,no,unknown,cellular,mar,16,466,8,305,508,failure,2,94,-32,4,5407,no
3207,36,admin.,single,basic.4y,no,unknown,no,cellular,may,19,417,8,55,32,failure,-1,92,-42,1,5728,no
3208,45,unknown,unknown,unknown,no,yes,no,telephone,sep,21,87,9,0,751,failure,0,93,-45,4,5772,yes
3209,22,admin.,single,unknown,unknown,yes,unknown,telephone,may,19,277,2,748,275,nonexistent,1,94,-49,3,5574,no
3210,65,blue-collar,unknown,basic.4y,no,yes,no,telephone,sep,17,99,7,549,20,failure,-2,92,-35,0,5524,no
3211,18,unemployed,married,basic.9y,unknown,yes,yes,telephone,mar,13,354,5,604,201,nonexistent,1,92,-37,2,5043,yes
3212,55,unemployed,single,basic.9y,no,no,yes,cellular,sep,22,34,4,448,561,nonexistent,1,92,-33,3,5310,yes
3213,52,unemployed,married,basic.9y,yes,no,no,telephone,mar,18,768,8,440,643,failure,-2,94,-34,0,5808,yes
3214,25,admin.,single,basic.9y,yes,no,no,cellular,mar,15,597,9,143,494,success,1,92,-34,1,5717,no
3215,55,unknown,married,basic.4y,yes,no,unknown,telephone,sep,10,804,2,758,514,nonexistent,0,92,-47,3,5654,no
3216,30,admin.,single,basic.9y,yes,no,yes,telephone,may,24,433,6,835,697,failure,-2,92,-34,2,5228,no
3217,90,unknown,married,unknown,yes,unknown,yes,cellular,sep,6,753,9,300,584,nonexistent,-3,93,-37,4,5734,no
3218,46,blue-collar,married,basic.9y,yes,yes,no,telephone,sep,8,373,2,657,74,nonexistent,0,94,-34,3,5464,no
3219,94,unemployed,married,unknown,no,yes,unknown,cellular,sep,22,261,6,819,207,nonexistent,1,92,-50,1,5966,no
3220,99,unknown,married,basic.4y,yes,unknown,unknown,cellular,may,9,79,2,774,583,nonexistent,-2,94,-41,2,5215,yes
3221,40,unemployed,married,basic.9y,unknown,yes,unknown,cellular,mar,29,820,7,681,364,failure,0,92,-41,3,5384,yes
3222,95,admin.,single,basic.9y,unknown,no,unknown,cellular,sep,25,355,3,665,775,success,-2,94,-44,1,5644,no
3223,71,blue-collar,unknown,basic.9y,yes,unknown,yes,telephone,mar,20,767,6,555,24,success,-3,92,-35,0,5088,yes
3224,32,admin.,single,unknown,yes,yes,yes,telephone,mar,5,955,4,300,388,success,1,94,-32,4,5472,no
3225,91,blue-collar,unknown,basic.4y,unknown,no,unknown,cellular,mar,23,933,2,325,582,success,-1,92,-42,0,5883,yes
3226,44,blue-collar,single,basic.9y,unknown,unknown,yes,telephone,mar,23,687,4,822,298,nonexistent,1,94,-39,0,5530,yes
3227,98,unemployed,single,basic.4y,yes,yes,yes,cellular,sep,23,631,1,310,838,nonexistent,-1,93,-42,2,5255,yes
3228,50,unemployed,married,unknown,unknown,yes,no,cellular,sep,6,992,4,821,120,success,-2,93,-34,3,5639,yes
3229,96,unknown,single,basic.4y,unknown,unknown,no,telephone,sep,9,516,8,884,90,failure,2,93,-47,0,5028,no
3230,24,unknown,married,basic.4y,no,unknown,no,telephone,mar,19,999,1,224,858,nonexistent,0,93,-38,3,5302,yes
3231,94,unemployed,married,unknown,no,yes,unknown,telephone,mar,13,665,7,846,286,nonexistent,2,93,-44,1,5961,yes
3232,49,blue-collar,unknown,unknown,yes,no,yes,cellular,sep,30,680,9,106,179,nonexistent,-2,93,-46,1,5257,no
3233,18,unemployed,married,basic.9y,yes,yes,yes,cellular,may,26,473,1,356,679,failure,-2,94,-40,0,5990,yes
3234,94,admin.,unknown,unknown,no,no,yes,telephone,mar,25,742,3,165,908,success,2,92,-43,3,5266,no
3235,54,unemployed,married,basic.9y,yes,no,no,telephone,may,13,351,4,686,789,failure,-3,92,-48,2,5780,no
3236,53,unknown,single,basic.9y,yes,yes,unknown,telephone,may,29,713,6,948,555,nonexistent,-1,94,-42,4,5087,no
3237,55,unknown,single,basic.4y,unknown,no,no,cellular,mar,26,233,2,750,630,success,1,92,-38,3,5793,no
3238,86,unknown,married,basic.9y,yes,yes,yes,cellular,sep,27,491,3,57,228,nonexistent,-3,94,-46,1,5952,no
3239,46,admin.,single,basic.9y,no,unknown,no,cellular,sep,6,680,7,817,43,failure,2,92,-48,0,5985,no
3240,39,unemployed,married,basic.9y,yes,yes,yes,telephone,mar,23,371,4,490,101,nonexistent,2,92,-38,3,5387,yes
3241,80,unknown,unknown,basic.4y,unknown,no,yes,cellular,may,27,154,9,32,484,nonexistent,1,94,-35,1,5876,no
3242,36,blue-collar,single,unknown,no,unknown,unknown,cellular,may,7,560,6,424,698,nonexistent,-3,94,-45,1,5339,no
3243,44,unemployed,single,basic.4y,unknown,no,unknown,cellular,mar,11,917,8,528,267,nonexistent,-1,92,-42,1,5866,no
3244,55,unknown,single,basic.9y,unknown,unknown,unknown,cellular,sep,14,191,8,0,917,nonexistent,-1,92,-37,0,5529,no
3245,50,unknown,unknown,basic.4y,unknown,yes,no,telephone,sep,21,808,7,278,510,success,2,92,-50,0,5665,yes
3246,25,admin.,unknown,basic.4y,no,no,no,cellular,sep,11,478,6,211,733,nonexistent,0,92,-43,4,5969,no
3247,88,unemployed,single,basic.4y,no,no,no,telephone,may,30,785,6,565,941,failure,-2,94,-36,0,5111,no
3248,48,blue-collar,married,basic.4y,yes,unknown,no,telephone,may,2,199,1,604,112,success,1,94,-50,3,5249,yes
3249,43,unknown,married,basic.9y,no,yes,yes,cellular,may,6,358,7,457,504,nonexistent,-3,92,-45,4,5017,yes
3250,78,blue-collar,unknown,basic.9y,no,no,no,cellular,may,22,346,7,468,194,success,-3,92,-45,3,5562,no
3251,26,unemployed,unknown,basic.9y,unknown,no,yes,telephone,mar,8,932,1,494,791,success,0,92,-49,0,5515,yes
3252,52,unemployed,married,basic.4y,unknown,yes,unknown,telephone,may,29,788,6,318,535,failure,-3,92,-32,1,5008,no
3253,59,unemployed,single,unknown,yes,no,yes,telephone,mar,3,436,7,123,336,nonexistent,-1,93,-33,0,5987,no
3254,68,unemployed,unknown,basic.4y,unknown,no,yes,cellular,mar,5,280,2,725,79,failure,-2,92,-32,2,5807,yes
3255,25,unknown,unknown,basic.9y,yes,no,no,cellular,may,24,333,2,437,260,failure,0,93,-47,1,5314,yes
3256,88,blue-collar,married,basic.4y,yes,unknown,no,cellular,mar,8,0,3,377,708,nonexistent,1,92,-41,3,5015,yes
3257,47,blue-collar,unknown,unknown,yes,no,unknown,cellular,sep,5,570,6,563,439,success,0,92,-31,2,5841,yes
3258,19,unemployed,married,basic.4y,no,yes,unknown,cellular,may,30,274,4,237,59,failure,-3,94,-50,1,5426,no
3259,68,unknown,married,unknown,yes,unknown,unknown,cellular,mar,13,796,9,388,87,nonexistent,-1,94,-44,4,5697,no
3260,71,unemployed,single,basic.9y,unknown,unknown,unknown,telephone,may,23,763,4,591,248,failure,1,94,-37,1,5034,no
3261,40,unemployed,unknown,basic.9y,unknown,unknown,yes,telephone,may,4,383,2,915,269,success,1,93,-44,4,5039,yes
3262,43,blue-collar,unknown,basic.9y,unknown,no,yes,cellular,may,2,496,1,816,748,failure,-3,92,-49,0,5430,yes
3263,18,blue-collar,unknown,basic.9y,yes,yes,no,telephone,sep,25,677,4,989,45,success,-2,93,-40,4,5281,yes
3264,88,unknown,unknown,basic.4y,no,yes,yes,telephone,mar,9,41,1,134,935,failure,-2,93,-31,2,5219,yes
3265,37,blue-collar,single,basic.9y,yes,unknown,no,cellular,may,30,148,9,86,132,nonexistent,2,92,-48,1,5329,no
3266,87,blue-collar,unknown,basic.4y,yes,yes,no,telephone,mar,11,54,1,4,602,nonexistent,1,93,-48,4,5393,yes
3267,62,blue-collar,married,unknown,unknown,no,no,telephone,sep,8,130,2,250,506,nonexistent,-1,92,-40,3,5581,yes
3268,51,unknown,single,basic.9y,unknown,no,no,cellular,sep,22,675,7,291,550,success,-2,93,-50,1,5759,no
3269,91,unemployed,unknown,unknown,yes,unknown,yes,cellular,may,21,366,3,503,478,success,1,92,-31,0,5253,yes
3270,56,unknown,unknown,basic.4y,unknown,no,no,cellular,may,2,645,2,729,716,nonexistent,1,94,-46,3,5989,yes
3271,69,blue-collar,unknown,basic.4y,unknown,yes,unknown,telephone,mar,20,318,5,312,997,failure,-3,94,-32,3,5778,yes
3272,23,blue-collar,unknown,unknown,unknown,no,no,cellular,mar,12,330,6,586,971,success,-3,94,-41,4,5730,no
3273,80,admin.,married,unknown,unknown,yes,unknown,telephone,sep,27,577,7,660,32,success,0,92,-46,4,5016,no
3274,46,admin.,unknown,basic.4y,yes,yes,no,cellular,may,24,837,9,240,672,failure,-1,93,-45,0,5646,yes
3275,64,unknown,single,unknown,no,no,yes,cellular,sep,21,68,3,941,75,nonexistent,0,94,-48,0,5958,yes
3276,80,admin.,unknown,unknown,no,no,no,cellular,sep,21,853,9,950,685,failure,-2,92,-49,3,5001,no
3277,90,blue-collar,married,basic.4y,yes,no,yes,telephone,sep,19,350,9,796,739,failure,2,92,-46,2,5627,no
3278,47,blue-collar,single,basic.4y,no,unknown,yes,telephone,may,3,800,1,625,593,success,0,92,-37,1,5929,yes
3279,80,blue-collar,single,unknown,no,unknown,no,cellular,may,2,808,8,704,78,nonexistent,1,94,-41,0,5241,no
3280,67,unknown,single,basic.9y,unknown,unknown,no,cellular,mar,28,568,8,601,5,success,-1,94,-31,4,5397,yes
3281,49,admin.,unknown,unknown,unknown,unknown,unknown,telephone,sep,26,285,6,550,431,failure,1,92,-45,0,5319,no
3282,23,admin.,single,basic.4y,yes,unknown,yes,telephone,may,9,598,9,901,576,failure,-3,93,-45,1,5809,no
3283,24,admin.,single,basic.4y,unknown,unknown,yes,telephone,mar,1,572,3,645,308,failure,-2,93,-33,2,5215,no
3284,86,admin.,married,unknown,unknown,unknown,no,cellular,may,19,870,8,339,387,failure,-3,93,-31,2,5934,no
3285,58,blue-collar,unknown,basic.9y,yes,unknown,yes,telephone,mar,18,975,6,480,967,failure,-2,94,-48,1,5968,no
3286,21,blue-collar,single,basic.4y,unknown,yes,yes,cellular,mar,15,761,6,581,569,success,-2,92,-41,2,5219,no
3287,25,unemployed,married,basic.4y,unknown,yes,no,telephone,may,21,614,3,590,448,failure,2,94,-34,0,5369,no
3288,22,unemployed,unknown,unknown,unknown,unknown,unknown,cellular,mar,8,488,8,803,216,success,-1,92,-36,0,5988,no
3289,38,unemployed,unknown,basic.9y,no,unknown,yes,telephone,mar,20,977,8,798,65,success,-1,92,-31,3,5539,yes
3290,60,blue-collar,married,basic.9y,no,yes,no,telephone,may,19,157,2,491,533,nonexistent,2,92,-35,1,5914,no
3291,33,admin.,unknown,basic.9y,no,unknown,yes,cellular,mar,30,452,9,822,603,nonexistent,-3,93,-49,2,5075,yes
3292,81,unknown,unknown,basic.4y,yes,no,no,cellular,mar,30,803,7,688,528,failure,-3,92,-47,1,5752,no
3293,48,unemployed,unknown,unknown,no,no,no,telephone,mar,7,874,9,121,126,failure,-2,93,-39,4,5236,no
3294,85,blue-collar,single,basic.4y,yes,unknown,unknown,cellular,sep,6,652,3,133,29,failure,-3,94,-36,0,5718,yes
3295,70,unknown,married,unknown,yes,unknown,yes,cellular,mar,24,991,1,197,896,nonexistent,-3,92,-45,4,5730,no
3296,82,unknown,single,basic.4y,no,no,yes,cellular,sep,7,909,4,143,11,success,0,92,-49,2,5672,yes
3297,98,blue-collar,married,basic.9y,unknown,no,unknown,telephone,sep,5,320,3,830,78,success,1,93,-39,3,5308,yes
3298,91,admin.,single,basic.4y,unknown,yes,no,telephone,sep,10,64,8,433,709,success,0,92,-38,1,5337,no
3299,80,blue-collar,married,basic.4y,unknown,yes,unknown,cellular,may,12,888,2,788,756,success,0,94,-43,4,5915,no
3300,23,blue-collar,single,basic.9y,yes,yes,yes,telephone,mar,1,345,2,382,422,success,-2,94,-38,1,5845,no
3301,34,unemployed,unknown,basic.9y,unknown,yes,unknown,cellular,mar,6,153,8,183,183,success,2,93,-48,0,5534,yes
3302,93,admin.,single,basic.9y,no,no,unknown,telephone,may,29,778,9,385,944,success,2,93,-49,0,5867,yes
3303,27,admin.,married,unknown,yes,unknown,no,cellular,may,22,761,6,241,822,nonexistent,2,93,-46,0,5056,no
3304,64,unknown,unknown,basic.4y,yes,no,yes,telephone,mar,19,817,4,334,431,nonexistent,-3,92,-46,3,5872,no
3305,94,unemployed,married,unknown,yes,yes,no,cellular,mar,30,556,4,635,882,failure,-2,94,-50,0,5715,yes
3306,84,unknown,married,unknown,no,unknown,yes,telephone,mar,1,746,4,568,764,failure,-3,94,-34,0,5595,no
3307,52,admin.,married,basic.4y,unknown,no,yes,telephone,mar,23,375,6,461,491,success,-3,94,-39,4,5629,no
3308,98,unemployed,married,unknown,no,unknown,unknown,cellular,may,14,776,1,857,532,nonexistent,-1,92,-43,4,5056,yes
3309,96,blue-collar,single,unknown,no,no,yes,cellular,sep,27,444,8,286,360,nonexistent,2,94,-47,3,5795,yes
3310,95,unknown,unknown,basic.4y,yes,no,yes,cellular,may,23,474,6,137,417,success,-1,92,-45,4,5552,yes
3311,32,admin.,unknown,basic.4y,no,unknown,no,cellular,mar,19,928,4,83,129,failure,-1,92,-41,2,5749,yes
3312,38,blue-collar,unknown,unknown,no,yes,unknown,telephone,mar,16,540,2,184,220,nonexistent,-2,94,-39,4,5678,yes
3313,35,unknown,single,basic.9y,yes,unknown,unknown,cellular,sep,27,129,9,149,716,success,-3,92,-48,3,5680,yes
3314,92,blue-collar,unknown,basic.9y,no,unknown,unknown,cellular,may,5,930,7,927,157,nonexistent,-3,94,-32,3,5545,no
3315,24,unemployed,married,basic.9y,yes,no,yes,telephone,sep,19,502,2,603,372,success,2,93,-37,4,5555,no
3316,39,admin.,married,basic.4y,unknown,yes,unknown,telephone,sep,2,286,8,59,343,success,-3,94,-38,3,5074,no
3317,91,unemployed,married,basic.4y,yes,unknown,yes,telephone,mar,8,290,5,927,694,failure,-1,94,-46,0,5671,no
3318,92,unemployed,married,unknown,unknown,unknown,yes,telephone,mar,4,675,4,606,471,failure,2,93,-38,0,5849,no
3319,40,unemployed,single,unknown,unknown,unknown,no,cellular,sep,16,653,4,222,248,failure,0,93,-44,4,5331,no
3320,99,unknown,unknown,basic.4y,no,no,no,cellular,mar,23,546,2,447,487,nonexistent,1,92,-38,4,5915,yes
3321,28,unemployed,married,basic.4y,no,no,unknown,cellular,sep,13,631,7,525,834,failure,1,92,-40,3,5666,no
3322,36,blue-collar,single,basic.4y,yes,unknown,yes,telephone,may,7,797,5,572,729,nonexistent,1,93,-38,2,5353,yes
3323,65,blue-collar,single,basic.4y,unknown,yes,unknown,telephone,mar,28,665,4,338,610,failure,2,93,-44,0,5656,no
3324,82,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,mar,12,951,3,500,494,success,0,92,-41,2,5439,no
3325,85,admin.,married,unknown,no,yes,unknown,telephone,mar,12,371,9,749,468,nonexistent,1,92,-46,1,5103,yes
3326,76,unemployed,unknown,unknown,unknown,yes,no,telephone,mar,7,132,8,829,358,success,-3,92,-35,4,5480,yes
3327,48,admin.,single,basic.9y,no,unknown,yes,telephone,sep,18,882,2,87,688,failure,-3,93,-43,1,5663,yes
3328,61,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,sep,11,142,6,177,888,nonexistent,-3,93,-33,3,5369,yes
3329,39,blue-collar,unknown,basic.4y,unknown,yes,yes,telephone,mar,15,555,9,928,867,failure,-3,94,-41,2,5478,no
3330,35,blue-collar,unknown,basic.9y,yes,no,unknown,cellular,may,2,930,1,888,342,nonexistent,2,92,-45,2,5699,no
3331,48,admin.,single,basic.4y,no,no,no,telephone,mar,4,194,3,514,336,nonexistent,-1,94,-31,0,5943,yes
3332,74,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,6,499,1,696,931,failure,2,93,-42,4,5820,yes
3333,66,unemployed,unknown,basic.4y,yes,yes,yes,telephone,mar,19,759,2,746,324,nonexistent,-2,94,-34,0,5074,no
3334,27,blue-collar,unknown,basic.4y,yes,no,unknown,cellular,sep,13,113,8,207,484,success,1,94,-40,3,5311,yes
3335,76,blue-collar,unknown,unknown,no,unknown,yes,cellular,sep,28,592,9,504,291,success,2,93,-37,2,5120,yes
3336,36,admin.,single,basic.4y,yes,yes,no,cellular,sep,5,705,4,187,988,success,-1,94,-31,1,5032,yes
3337,76,admin.,unknown,basic.4y,no,no,yes,telephone,sep,15,384,3,785,765,nonexistent,-2,94,-43,0,5435,yes
3338,94,blue-collar,married,basic.4y,yes,unknown,yes,cellular,sep,4,103,8,647,967,nonexistent,-3,93,-31,2,5682,yes
3339,52,unemployed,unknown,basic.4y,no,yes,yes,telephone,sep,4,219,4,235,316,failure,2,93,-42,3,5950,yes
3340,55,blue-collar,single,unknown,yes,yes,yes,telephone,may,24,649,8,326,380,nonexistent,-1,93,-32,4,5028,no
3341,58,unemployed,unknown,basic.9y,yes,yes,unknown,cellular,sep,7,879,4,929,20,success,0,93,-32,0,5554,yes
3342,19,unknown,single,basic.4y,no,no,no,cellular,may,26,807,4,756,404,nonexistent,-2,94,-47,4,5830,no
3343,87,unknown,single,basic.4y,yes,unknown,yes,cellular,mar,30,812,7,765,954,success,1,94,-43,0,5259,no
3344,37,unemployed,married,basic.9y,unknown,yes,unknown,telephone,sep,7,368,3,844,673,success,-1,94,-34,0,5610,yes
3345,51,unknown,single,basic.4y,no,yes,no,cellular,may,5,135,3,520,994,nonexistent,-2,92,-34,0,5544,yes
3346,63,admin.,unknown,basic.4y,unknown,unknown,no,cellular,mar,14,548,4,596,885,nonexistent,2,92,-31,3,5461,no
3347,61,blue-collar,unknown,basic.9y,no,no,yes,cellular,may,15,192,2,913,792,success,1,94,-39,3,5711,yes
3348,74,blue-collar,married,unknown,unknown,no,no,telephone,may,14,475,3,111,733,success,1,93,-40,0,5819,yes
3349,20,unknown,unknown,basic.9y,yes,no,unknown,cellular,mar,20,127,3,216,130,success,-1,92,-36,2,5033,no
3350,74,unknown,single,basic.4y,no,unknown,no,cellular,may,20,523,5,554,71,success,-2,92,-32,2,5643,no
3351,92,admin.,married,basic.4y,yes,yes,yes,cellular,mar,11,737,4,85,611,nonexistent,1,93,-31,0,5331,no
3352,25,blue-collar,single,basic.4y,no,yes,yes,telephone,may,23,7,1,976,305,nonexistent,-1,93,-34,4,5477,no
3353,74,unknown,single,basic.9y,unknown,no,no,cellular,may,28,167,7,985,99,nonexistent,-1,94,-33,3,5749,no
3354,54,unemployed,married,basic.4y,no,no,no,telephone,mar,16,898,2,56,792,success,-1,93,-43,2,5346,yes
3355,94,unemployed,single,unknown,no,unknown,no,telephone,sep,3,631,7,422,501,nonexistent,2,94,-35,0,5223,no
3356,37,unemployed,married,basic.4y,no,yes,no,cellular,mar,25,973,5,825,506,failure,2,93,-42,4,5730,no
3357,43,admin.,unknown,unknown,no,no,unknown,telephone,may,23,347,7,878,917,nonexistent,1,94,-45,4,5578,yes
3358,21,blue-collar,married,basic.4y,yes,yes,yes,cellular,mar,3,334,8,709,764,success,-2,92,-50,0,5709,no
3359,83,unknown,single,basic.4y,yes,unknown,no,telephone,may,11,507,8,102,601,success,0,93,-40,2,5158,yes
3360,23,unemployed,married,basic.9y,unknown,unknown,yes,telephone,mar,17,871,6,394,257,nonexistent,-3,93,-50,2,5524,no
3361,55,unemployed,single,unknown,yes,no,no,cellular,sep,16,702,9,915,970,success,-2,94,-34,0,5927,no
3362,93,admin.,married,basic.9y,no,yes,unknown,cellular,may,12,195,7,238,389,success,2,92,-42,0,5111,no
3363,58,blue-collar,married,basic.4y,no,unknown,yes,cellular,mar,20,444,1,816,858,success,-2,93,-38,2,5215,no
3364,69,unknown,unknown,unknown,unknown,no,yes,telephone,sep,5,475,1,509,410,failure,-2,93,-31,4,5821,yes
3365,42,admin.,married,unknown,no,no,unknown,cellular,sep,25,865,4,387,813,success,2,93,-43,1,5791,yes
3366,87,unemployed,married,unknown,yes,yes,unknown,cellular,mar,12,716,1,552,785,nonexistent,-3,92,-37,4,5149,yes
3367,41,unknown,unknown,unknown,yes,no,yes,cellular,mar,24,534,6,208,639,failure,0,94,-41,3,5930,no
3368,61,unknown,unknown,unknown,unknown,yes,no,cellular,sep,25,590,3,243,72,success,-2,94,-49,3,5503,yes
3369,66,unknown,unknown,basic.4y,no,no,yes,cellular,mar,21,427,6,993,247,success,0,93,-31,2,5545,no
3370,36,blue-collar,single,unknown,yes,yes,no,telephone,may,5,934,9,107,37,failure,2,93,-31,2,5676,no
3371,44,blue-collar,single,basic.4y,unknown,yes,no,cellular,sep,28,727,1,362,899,nonexistent,0,94,-31,1,5891,no
3372,88,admin.,single,basic.9y,unknown,unknown,yes,cellular,mar,25,208,2,528,266,nonexistent,-1,93,-40,2,5106,yes
3373,92,unemployed,married,basic.4y,unknown,no,yes,telephone,mar,12,66,9,46,256,nonexistent,2,93,-33,2,5969,yes
3374,50,unemployed,single,basic.4y,yes,yes,unknown,telephone,mar,15,573,7,995,50,success,2,92,-39,3,5855,yes
3375,93,unknown,single,basic.4y,no,yes,yes,cellular,sep,26,276,4,43,230,failure,-1,93,-39,3,5726,no
3376,33,unemployed,married,unknown,no,yes,unknown,cellular,may,18,579,4,321,856,failure,0,92,-40,0,5725,no
3377,55,admin.,married,basic.9y,no,unknown,yes,telephone,sep,25,692,3,889,161,nonexistent,1,92,-44,1,5835,yes
3378,88,blue-collar,unknown,unknown,no,no,no,telephone,sep,25,49,2,291,148,nonexistent,1,93,-38,3,5158,yes
3379,53,admin.,unknown,unknown,unknown,no,yes,cellular,mar,14,128,7,479,271,nonexistent,-1,92,-33,2,5404,no
3380,53,unemployed,unknown,basic.9y,yes,no,yes,cellular,mar,15,869,2,289,827,nonexistent,0,94,-50,3,5051,yes
3381,25,admin.,unknown,basic.9y,no,unknown,yes,cellular,sep,8,268,1,66,87,nonexistent,-3,94,-49,1,5445,no
3382,47,admin.,single,unknown,yes,unknown,yes,cellular,sep,5,993,7,416,375,nonexistent,-3,93,-37,1,5082,yes
