client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
3147,telephone,108,7,492,478,0.0,yes,1,2022-05-06
3148,cellular,788,5,809,877,1.0,yes,1,2022-09-03
3149,cellular,840,4,277,932,1.0,no,1,2022-05-21
3150,telephone,578,1,362,697,,yes,1,2022-05-17
3151,cellular,466,7,793,767,0.0,yes,1,2022-03-18
3152,cellular,857,5,343,263,0.0,yes,1,2022-03-06
3153,cellular,876,1,654,354,0.0,no,1,2022-09-05
3154,cellular,675,8,310,114,,no,1,2022-03-09
3155,telephone,182,9,521,476,,no,1,2022-05-03
3156,telephone,344,8,834,101,1.0,no,1,2022-03-18
3157,telephone,345,3,442,362,1.0,yes,1,2022-03-19
3158,telephone,616,1,76,191,0.0,no,1,2022-03-29
3159,cellular,262,5,238,849,,yes,1,2022-05-12
3160,cellular,442,1,457,366,1.0,yes,1,2022-05-17
3161,cellular,423,8,327,672,0.0,yes,1,2022-03-16
3162,telephone,65,6,180,902,1.0,yes,1,2022-03-27
3163,telephone,423,2,933,922,,yes,1,2022-09-29
3164,telephone,300,3,826,544,0.0,no,1,2022-03-20
3165,cellular,23,3,61,519,1.0,yes,1,2022-09-15
3166,telephone,708,2,275,870,0.0,yes,1,2022-03-23
3167,telephone,74,3,220,760,,yes,1,2022-05-12
3168,telephone,812,1,410,478,0.0,yes,1,2022-09-16
3169,telephone,58,6,354,58,0.0,yes,1,2022-05-21
3170,telephone,189,8,961,871,0.0,no,1,2022-03-09
3171,cellular,52,5,333,293,0.0,yes,1,2022-05-29
3172,telephone,130,8,159,229,1.0,no,1,2022-09-06
3173,cellular,880,9,357,449,,no,1,2022-09-10
3174,cellular,236,1,191,958,,yes,1,2022-09-07
3175,cellular,192,4,681,806,0.0,no,1,2022-09-21
3176,telephone,496,2,430,534,1.0,no,1,2022-05-22
3177,cellular,294,5,226,421,1.0,yes,1,2022-09-20
3178,telephone,678,5,908,715,,no,1,2022-03-10
3179,cellular,560,2,91,623,0.0,yes,1,2022-05-20
3180,telephone,345,9,84,676,0.0,yes,1,2022-05-24
3181,cellular,310,9,663,790,,no,1,2022-05-02
3182,telephone,614,4,352,339,1.0,yes,1,2022-09-08
3183,telephone,230,3,780,682,1.0,yes,1,2022-09-18
3184,cellular,216,1,169,667,,yes,1,2022-09-22
3185,cellular,137,1,463,418,1.0,yes,1,2022-03-28
3186,cellular,77,1,64,957,1.0,no,1,2022-05-16
3187,cellular,229,6,119,702,0.0,no,1,2022-09-16
3188,telephone,860,5,440,396,1.0,yes,1,2022-05-18
3189,telephone,838,5,399,211,,yes,1,2022-05-26
3190,cellular,225,5,247,377,0.0,no,1,2022-03-10
3191,cellular,857,9,217,182,0.0,no,1,2022-05-13
3192,telephone,543,3,662,265,0.0,yes,1,2022-03-25
3193,cellular,610,1,567,61,,yes,1,2022-05-07
3194,cellular,743,7,682,348,,yes,1,2022-05-05
3195,cellular,638,9,140,843,1.0,no,1,2022-03-09
3196,cellular,29,6,952,608,,no,1,2022-09-16
3197,telephone,451,5,452,757,1.0,yes,1,2022-05-06
3198,telephone,518,1,247,509,1.0,yes,1,2022-05-21
3199,telephone,650,2,53,851,,no,1,2022-09-21
3200,cellular,755,6,416,867,0.0,no,1,2022-05-25
3201,cellular,120,3,49,907,1.0,yes,1,2022-05-09
3202,cellular,628,2,137,332,,no,1,2022-05-02
3203,cellular,941,1,515,644,,no,1,2022-03-27
3204,cellular,681,1,765,814,,no,1,2022-05-16
3205,cellular,709,8,377,630,,no,1,2022-05-02
3206,cellular,466,8,305,508,0.0,no,1,2022-03-16
3207,cellular,417,8,55,32,0.0,no,1,2022-05-19
3208,telephone,87,9,0,751,0.0,yes,1,2022-09-21
3209,telephone,277,2,748,275,,no,1,2022-05-19
3210,telephone,99,7,549,20,0.0,no,1,2022-09-17
3211,telephone,354,5,604,201,,yes,1,2022-03-13
3212,cellular,34,4,448,561,,yes,1,2022-09-22
3213,telephone,768,8,440,643,0.0,yes,1,2022-03-18
3214,cellular,597,9,143,494,1.0,no,1,2022-03-15
3215,telephone,804,2,758,514,,no,1,2022-09-10
3216,telephone,433,6,835,697,0.0,no,1,2022-05-24
3217,cellular,753,9,300,584,,no,1,2022-09-06
3218,telephone,373,2,657,74,,no,1,2022-09-08
3219,cellular,261,6,819,207,,no,1,2022-09-22
3220,cellular,79,2,774,583,,yes,1,2022-05-09
3221,cellular,820,7,681,364,0.0,yes,1,2022-03-29
3222,cellular,355,3,665,775,1.0,no,1,2022-09-25
3223,telephone,767,6,555,24,1.0,yes,1,2022-03-20
3224,telephone,955,4,300,388,1.0,no,1,2022-03-05
3225,cellular,933,2,325,582,1.0,yes,1,2022-03-23
3226,telephone,687,4,822,298,,yes,1,2022-03-23
3227,cellular,631,1,310,838,,yes,1,2022-09-23
3228,cellular,992,4,821,120,1.0,yes,1,2022-09-06
3229,telephone,516,8,884,90,0.0,no,1,2022-09-09
3230,telephone,999,1,224,858,,yes,1,2022-03-19
3231,telephone,665,7,846,286,,yes,1,2022-03-13
3232,cellular,680,9,106,179,,no,1,2022-09-30
3233,cellular,473,1,356,679,0.0,yes,1,2022-05-26
3234,telephone,742,3,165,908,1.0,no,1,2022-03-25
3235,telephone,351,4,686,789,0.0,no,1,2022-05-13
3236,telephone,713,6,948,555,,no,1,2022-05-29
3237,cellular,233,2,750,630,1.0,no,1,2022-03-26
3238,cellular,491,3,57,228,,no,1,2022-09-27
3239,cellular,680,7,817,43,0.0,no,1,2022-09-06
3240,telephone,371,4,490,101,,yes,1,2022-03-23
3241,cellular,154,9,32,484,,no,1,2022-05-27
3242,cellular,560,6,424,698,,no,1,2022-05-07
3243,cellular,917,8,528,267,,no,1,2022-03-11
3244,cellular,191,8,0,917,,no,1,2022-09-14
3245,telephone,808,7,278,510,1.0,yes,1,2022-09-21
3246,cellular,478,6,211,733,,no,1,2022-09-11
3247,telephone,785,6,565,941,0.0,no,1,2022-05-30
3248,telephone,199,1,604,112,1.0,yes,1,2022-05-02
3249,cellular,358,7,457,504,,yes,1,2022-05-06
3250,cellular,346,7,468,194,1.0,no,1,2022-05-22
3251,telephone,932,1,494,791,1.0,yes,1,2022-03-08
3252,telephone,788,6,318,535,0.0,no,1,2022-05-29
3253,telephone,436,7,123,336,,no,1,2022-03-03
3254,cellular,280,2,725,79,0.0,yes,1,2022-03-05
3255,cellular,333,2,437,260,0.0,yes,1,2022-05-24
3256,cellular,0,3,377,708,,yes,1,2022-03-08
3257,cellular,570,6,563,439,1.0,yes,1,2022-09-05
3258,cellular,274,4,237,59,0.0,no,1,2022-05-30
3259,cellular,796,9,388,87,,no,1,2022-03-13
3260,telephone,763,4,591,248,0.0,no,1,2022-05-23
3261,telephone,383,2,915,269,1.0,yes,1,2022-05-04
3262,cellular,496,1,816,748,0.0,yes,1,2022-05-02
3263,telephone,677,4,989,45,1.0,yes,1,2022-09-25
3264,telephone,41,1,134,935,0.0,yes,1,2022-03-09
3265,cellular,148,9,86,132,,no,1,2022-05-30
3266,telephone,54,1,4,602,,yes,1,2022-03-11
3267,telephone,130,2,250,506,,yes,1,2022-09-08
3268,cellular,675,7,291,550,1.0,no,1,2022-09-22
3269,cellular,366,3,503,478,1.0,yes,1,2022-05-21
3270,cellular,645,2,729,716,,yes,1,2022-05-02
3271,telephone,318,5,312,997,0.0,yes,1,2022-03-20
3272,cellular,330,6,586,971,1.0,no,1,2022-03-12
3273,telephone,577,7,660,32,1.0,no,1,2022-09-27
3274,cellular,837,9,240,672,0.0,yes,1,2022-05-24
3275,cellular,68,3,941,75,,yes,1,2022-09-21
3276,cellular,853,9,950,685,0.0,no,1,2022-09-21
3277,telephone,350,9,796,739,0.0,no,1,2022-09-19
3278,telephone,800,1,625,593,1.0,yes,1,2022-05-03
3279,cellular,808,8,704,78,,no,1,2022-05-02
3280,cellular,568,8,601,5,1.0,yes,1,2022-03-28
3281,telephone,285,6,550,431,0.0,no,1,2022-09-26
3282,telephone,598,9,901,576,0.0,no,1,2022-05-09
3283,telephone,572,3,645,308,0.0,no,1,2022-03-01
3284,cellular,870,8,339,387,0.0,no,1,2022-05-19
3285,telephone,975,6,480,967,0.0,no,1,2022-03-18
3286,cellular,761,6,581,569,1.0,no,1,2022-03-15
3287,telephone,614,3,590,448,0.0,no,1,2022-05-21
3288,cellular,488,8,803,216,1.0,no,1,2022-03-08
3289,telephone,977,8,798,65,1.0,yes,1,2022-03-20
3290,telephone,157,2,491,533,,no,1,2022-05-19
3291,cellular,452,9,822,603,,yes,1,2022-03-30
3292,cellular,803,7,688,528,0.0,no,1,2022-03-30
3293,telephone,874,9,121,126,0.0,no,1,2022-03-07
3294,cellular,652,3,133,29,0.0,yes,1,2022-09-06
3295,cellular,991,1,197,896,,no,1,2022-03-24
3296,cellular,909,4,143,11,1.0,yes,1,2022-09-07
3297,telephone,320,3,830,78,1.0,yes,1,2022-09-05
3298,telephone,64,8,433,709,1.0,no,1,2022-09-10
3299,cellular,888,2,788,756,1.0,no,1,2022-05-12
3300,telephone,345,2,382,422,1.0,no,1,2022-03-01
3301,cellular,153,8,183,183,1.0,yes,1,2022-03-06
3302,telephone,778,9,385,944,1.0,yes,1,2022-05-29
3303,cellular,761,6,241,822,,no,1,2022-05-22
3304,telephone,817,4,334,431,,no,1,2022-03-19
3305,cellular,556,4,635,882,0.0,yes,1,2022-03-30
3306,telephone,746,4,568,764,0.0,no,1,2022-03-01
3307,telephone,375,6,461,491,1.0,no,1,2022-03-23
3308,cellular,776,1,857,532,,yes,1,2022-05-14
3309,cellular,444,8,286,360,,yes,1,2022-09-27
3310,cellular,474,6,137,417,1.0,yes,1,2022-05-23
3311,cellular,928,4,83,129,0.0,yes,1,2022-03-19
3312,telephone,540,2,184,220,,yes,1,2022-03-16
3313,cellular,129,9,149,716,1.0,yes,1,2022-09-27
3314,cellular,930,7,927,157,,no,1,2022-05-05
3315,telephone,502,2,603,372,1.0,no,1,2022-09-19
3316,telephone,286,8,59,343,1.0,no,1,2022-09-02
3317,telephone,290,5,927,694,0.0,no,1,2022-03-08
3318,telephone,675,4,606,471,0.0,no,1,2022-03-04
3319,cellular,653,4,222,248,0.0,no,1,2022-09-16
3320,cellular,546,2,447,487,,yes,1,2022-03-23
3321,cellular,631,7,525,834,0.0,no,1,2022-09-13
3322,telephone,797,5,572,729,,yes,1,2022-05-07
3323,telephone,665,4,338,610,0.0,no,1,2022-03-28
3324,telephone,951,3,500,494,1.0,no,1,2022-03-12
3325,telephone,371,9,749,468,,yes,1,2022-03-12
3326,telephone,132,8,829,358,1.0,yes,1,2022-03-07
3327,telephone,882,2,87,688,0.0,yes,1,2022-09-18
3328,cellular,142,6,177,888,,yes,1,2022-09-11
3329,telephone,555,9,928,867,0.0,no,1,2022-03-15
3330,cellular,930,1,888,342,,no,1,2022-05-02
3331,telephone,194,3,514,336,,yes,1,2022-03-04
3332,telephone,499,1,696,931,0.0,yes,1,2022-05-06
3333,telephone,759,2,746,324,,no,1,2022-03-19
3334,cellular,113,8,207,484,1.0,yes,1,2022-09-13
3335,cellular,592,9,504,291,1.0,yes,1,2022-09-28
3336,cellular,705,4,187,988,1.0,yes,1,2022-09-05
3337,telephone,384,3,785,765,,yes,1,2022-09-15
3338,cellular,103,8,647,967,,yes,1,2022-09-04
3339,telephone,219,4,235,316,0.0,yes,1,2022-09-04
3340,telephone,649,8,326,380,,no,1,2022-05-24
3341,cellular,879,4,929,20,1.0,yes,1,2022-09-07
3342,cellular,807,4,756,404,,no,1,2022-05-26
3343,cellular,812,7,765,954,1.0,no,1,2022-03-30
3344,telephone,368,3,844,673,1.0,yes,1,2022-09-07
3345,cellular,135,3,520,994,,yes,1,2022-05-05
3346,cellular,548,4,596,885,,no,1,2022-03-14
3347,cellular,192,2,913,792,1.0,yes,1,2022-05-15
3348,telephone,475,3,111,733,1.0,yes,1,2022-05-14
3349,cellular,127,3,216,130,1.0,no,1,2022-03-20
3350,cellular,523,5,554,71,1.0,no,1,2022-05-20
3351,cellular,737,4,85,611,,no,1,2022-03-11
3352,telephone,7,1,976,305,,no,1,2022-05-23
3353,cellular,167,7,985,99,,no,1,2022-05-28
3354,telephone,898,2,56,792,1.0,yes,1,2022-03-16
3355,telephone,631,7,422,501,,no,1,2022-09-03
3356,cellular,973,5,825,506,0.0,no,1,2022-03-25
3357,telephone,347,7,878,917,,yes,1,2022-05-23
3358,cellular,334,8,709,764,1.0,no,1,2022-03-03
3359,telephone,507,8,102,601,1.0,yes,1,2022-05-11
3360,telephone,871,6,394,257,,no,1,2022-03-17
3361,cellular,702,9,915,970,1.0,no,1,2022-09-16
3362,cellular,195,7,238,389,1.0,no,1,2022-05-12
3363,cellular,444,1,816,858,1.0,no,1,2022-03-20
3364,telephone,475,1,509,410,0.0,yes,1,2022-09-05
3365,cellular,865,4,387,813,1.0,yes,1,2022-09-25
3366,cellular,716,1,552,785,,yes,1,2022-03-12
3367,cellular,534,6,208,639,0.0,no,1,2022-03-24
3368,cellular,590,3,243,72,1.0,yes,1,2022-09-25
3369,cellular,427,6,993,247,1.0,no,1,2022-03-21
3370,telephone,934,9,107,37,0.0,no,1,2022-05-05
3371,cellular,727,1,362,899,,no,1,2022-09-28
3372,cellular,208,2,528,266,,yes,1,2022-03-25
3373,telephone,66,9,46,256,,yes,1,2022-03-12
3374,telephone,573,7,995,50,1.0,yes,1,2022-03-15
3375,cellular,276,4,43,230,0.0,no,1,2022-09-26
3376,cellular,579,4,321,856,0.0,no,1,2022-05-18
3377,telephone,692,3,889,161,,yes,1,2022-09-25
3378,telephone,49,2,291,148,,yes,1,2022-09-25
3379,cellular,128,7,479,271,,no,1,2022-03-14
3380,cellular,869,2,289,827,,yes,1,2022-03-15
3381,cellular,268,1,66,87,,no,1,2022-09-08
3382,cellular,993,7,416,375,,yes,1,2022-09-05
3383,telephone,865,6,937,797,1.0,no,1,2022-03-03
3384,cellular,875,4,722,110,0.0,no,1,2022-03-17
3385,telephone,667,7,869,308,,yes,1,2022-05-12
3386,cellular,190,3,719,721,1.0,yes,1,2022-03-18
3387,telephone,991,2,3,312,0.0,no,1,2022-05-18
3388,telephone,637,3,411,605,,yes,1,2022-03-17
3389,telephone,15,7,382,250,0.0,yes,1,2022-05-24
3390,telephone,983,4,722,787,,no,1,2022-03-22
3391,cellular,426,2,464,514,,yes,1,2022-09-13
3392,cellular,852,6,973,194,0.0,no,1,2022-03-20
3393,cellular,771,6,344,890,0.0,yes,1,2022-03-12
3394,cellular,881,5,727,279,0.0,no,1,2022-05-10
3395,cellular,703,6,236,675,0.0,no,1,2022-03-02
3396,telephone,941,6,962,74,,no,1,2022-03-01
3397,cellular,472,6,915,660,1.0,no,1,2022-09-16
3398,cellular,125,7,309,285,,no,1,2022-09-06
3399,cellular,629,6,444,712,,yes,1,2022-09-02
3400,cellular,770,2,821,473,0.0,no,1,2022-09-02
3401,telephone,166,5,300,963,,yes,1,2022-09-13
3402,cellular,599,7,33,595,1.0,yes,1,2022-03-10
3403,telephone,800,8,749,363,,yes,1,2022-03-23
3404,telephone,547,7,335,186,,yes,1,2022-03-12
3405,telephone,30,7,235,913,,no,1,2022-03-16
3406,telephone,395,3,859,678,0.0,yes,1,2022-05-07
3407,telephone,404,7,403,963,0.0,yes,1,2022-03-13
3408,cellular,774,5,72,674,1.0,yes,1,2022-05-22
3409,cellular,427,7,576,280,,no,1,2022-05-26
3410,cellular,766,6,209,188,0.0,yes,1,2022-03-12
3411,telephone,211,8,580,868,,yes,1,2022-09-03
3412,cellular,671,8,805,495,1.0,yes,1,2022-09-29
3413,cellular,352,8,870,536,,no,1,2022-09-04
3414,cellular,340,8,300,771,0.0,no,1,2022-05-02
3415,telephone,423,5,940,259,0.0,no,1,2022-05-08
3416,cellular,919,7,958,437,,no,1,2022-09-30
3417,cellular,169,6,223,539,,yes,1,2022-05-16
3418,telephone,848,8,88,298,,no,1,2022-03-06
3419,cellular,751,6,631,723,0.0,no,1,2022-03-18
3420,telephone,372,6,659,846,0.0,yes,1,2022-03-24
3421,cellular,31,9,986,899,,no,1,2022-03-26
3422,telephone,395,8,708,242,1.0,no,1,2022-03-27
3423,telephone,58,9,966,84,,yes,1,2022-09-15
3424,telephone,241,6,487,918,1.0,no,1,2022-05-07
3425,cellular,566,9,698,637,,yes,1,2022-09-28
3426,telephone,650,3,409,351,,yes,1,2022-03-03
3427,cellular,236,8,465,13,0.0,no,1,2022-03-15
3428,telephone,604,3,411,239,0.0,yes,1,2022-09-14
3429,telephone,175,5,267,900,,yes,1,2022-03-23
3430,cellular,816,3,283,721,0.0,no,1,2022-03-15
3431,cellular,500,5,123,129,,yes,1,2022-05-28
3432,telephone,703,1,22,936,,yes,1,2022-09-06
3433,cellular,985,3,710,204,1.0,yes,1,2022-03-30
3434,cellular,919,6,383,424,,no,1,2022-03-22
3435,cellular,732,4,543,815,0.0,yes,1,2022-03-14
3436,cellular,371,7,602,986,,no,1,2022-09-29
3437,cellular,610,4,210,880,,yes,1,2022-05-09
3438,cellular,17,8,726,970,0.0,yes,1,2022-09-17
3439,cellular,576,2,237,872,1.0,yes,1,2022-03-21
3440,cellular,834,4,880,977,,yes,1,2022-05-05
3441,cellular,628,5,897,318,,yes,1,2022-05-01
3442,cellular,985,6,798,58,1.0,no,1,2022-05-26
3443,telephone,760,1,642,705,0.0,yes,1,2022-09-16
3444,cellular,438,7,911,240,,no,1,2022-09-15
3445,telephone,132,9,493,952,1.0,no,1,2022-05-07
3446,telephone,360,4,19,880,1.0,yes,1,2022-09-09
3447,cellular,715,3,571,123,1.0,yes,1,2022-03-08
3448,cellular,559,7,284,295,1.0,yes,1,2022-03-06
3449,telephone,596,7,308,815,0.0,yes,1,2022-05-15
3450,telephone,832,4,881,831,1.0,yes,1,2022-03-06
3451,cellular,810,8,257,369,1.0,yes,1,2022-05-26
3452,telephone,16,8,184,464,0.0,no,1,2022-05-02
3453,telephone,495,9,632,541,,no,1,2022-05-29
3454,cellular,649,4,325,697,1.0,yes,1,2022-05-27
3455,cellular,542,4,325,843,1.0,no,1,2022-09-18
3456,cellular,337,3,874,225,1.0,no,1,2022-05-28
3457,cellular,579,8,817,907,0.0,no,1,2022-09-23
3458,telephone,234,7,743,403,1.0,no,1,2022-03-11
3459,telephone,831,1,58,460,0.0,no,1,2022-03-30
3460,cellular,69,6,627,513,0.0,no,1,2022-03-01
3461,telephone,946,7,447,226,0.0,no,1,2022-05-25
3462,telephone,242,8,873,392,0.0,no,1,2022-05-12
3463,cellular,501,5,753,332,1.0,no,1,2022-05-25
3464,telephone,576,3,601,209,,yes,1,2022-09-12
3465,cellular,979,4,450,296,1.0,yes,1,2022-05-09
3466,telephone,65,4,900,199,0.0,no,1,2022-05-17
3467,cellular,76,9,107,969,0.0,no,1,2022-09-30
3468,cellular,686,1,153,554,,no,1,2022-05-09
3469,telephone,29,1,565,375,0.0,no,1,2022-05-08
3470,telephone,194,4,843,466,,yes,1,2022-05-26
3471,cellular,685,6,449,737,1.0,yes,1,2022-03-10
3472,cellular,359,2,432,455,1.0,no,1,2022-09-26
3473,telephone,237,4,251,153,,yes,1,2022-03-05
3474,cellular,355,8,362,56,1.0,yes,1,2022-03-20
3475,telephone,521,7,703,869,1.0,yes,1,2022-03-01
3476,cellular,639,5,911,921,,no,1,2022-05-05
3477,cellular,53,3,116,845,,no,1,2022-03-03
3478,telephone,537,5,58,926,0.0,no,1,2022-09-05
3479,cellular,644,1,417,85,0.0,yes,1,2022-03-26
3480,cellular,309,8,192,828,0.0,yes,1,2022-09-07
3481,cellular,544,7,74,384,1.0,no,1,2022-09-02
3482,telephone,913,8,310,177,1.0,yes,1,2022-05-20
3483,cellular,99,6,367,64,0.0,no,1,2022-05-20
3484,telephone,678,1,70,829,,yes,1,2022-05-10
3485,telephone,389,4,21,468,1.0,no,1,2022-05-02
3486,cellular,254,7,221,585,0.0,no,1,2022-05-04
3487,telephone,159,7,407,78,,no,1,2022-09-25
3488,cellular,77,4,854,129,1.0,yes,1,2022-09-18
3489,cellular,533,3,672,805,,no,1,2022-09-03
3490,telephone,726,8,178,405,1.0,yes,1,2022-05-28
3491,telephone,810,9,596,890,1.0,no,1,2022-03-19
3492,cellular,411,7,952,313,1.0,yes,1,2022-05-28
3493,cellular,249,3,429,497,,no,1,2022-09-22
3494,cellular,962,4,606,116,1.0,no,1,2022-03-13
3495,telephone,65,2,489,994,0.0,no,1,2022-05-15
3496,cellular,268,7,352,500,1.0,yes,1,2022-05-15
3497,telephone,696,5,376,109,0.0,no,1,2022-09-21
3498,cellular,317,8,964,201,0.0,yes,1,2022-09-18
3499,cellular,81,1,25,416,1.0,no,1,2022-03-14
3500,cellular,773,7,179,49,,no,1,2022-09-08
3501,telephone,421,6,674,700,0.0,no,1,2022-05-18
3502,telephone,127,4,509,212,1.0,yes,1,2022-09-17
3503,telephone,869,2,758,775,,yes,1,2022-03-21
3504,telephone,114,3,696,337,,yes,1,2022-05-29
3505,cellular,775,4,341,619,1.0,no,1,2022-03-15
3506,cellular,765,4,989,993,0.0,yes,1,2022-05-17
3507,telephone,364,6,397,335,,no,1,2022-03-01
3508,cellular,263,6,198,958,0.0,no,1,2022-09-25
3509,cellular,46,4,726,462,0.0,no,1,2022-03-01
3510,telephone,28,4,286,342,0.0,yes,1,2022-05-08
3511,telephone,389,6,966,413,1.0,yes,1,2022-05-17
3512,telephone,925,7,183,721,0.0,yes,1,2022-03-08
3513,telephone,564,7,505,473,0.0,yes,1,2022-05-05
3514,telephone,971,9,845,443,0.0,yes,1,2022-09-18
3515,telephone,992,9,725,700,1.0,yes,1,2022-03-09
3516,cellular,243,9,981,561,0.0,yes,1,2022-03-28
3517,cellular,685,3,551,890,1.0,no,1,2022-03-11
3518,cellular,290,3,379,294,,no,1,2022-05-08
3519,telephone,2,5,502,163,0.0,yes,1,2022-05-24
3520,telephone,683,1,778,866,0.0,yes,1,2022-05-25
3521,telephone,124,8,358,632,0.0,yes,1,2022-09-12
3522,cellular,393,5,133,554,1.0,no,1,2022-05-02
3523,cellular,219,6,208,820,0.0,yes,1,2022-05-15
3524,cellular,762,2,415,880,,no,1,2022-05-10
3525,telephone,521,7,580,615,,yes,1,2022-05-05
3526,cellular,650,6,658,29,0.0,no,1,2022-09-10
3527,telephone,776,2,151,168,0.0,yes,1,2022-03-04
3528,telephone,339,3,183,842,,yes,1,2022-05-10
3529,cellular,613,4,501,489,0.0,yes,1,2022-03-29
3530,cellular,338,9,375,438,1.0,yes,1,2022-03-19
3531,telephone,243,7,601,923,1.0,no,1,2022-09-02
3532,cellular,317,7,674,709,1.0,yes,1,2022-09-15
3533,cellular,980,4,214,94,1.0,yes,1,2022-09-10
3534,telephone,392,8,4,619,,yes,1,2022-09-09
3535,telephone,322,4,865,950,,yes,1,2022-05-23
3536,cellular,241,2,953,678,,yes,1,2022-03-17
3537,telephone,296,9,312,933,,yes,1,2022-03-14
3538,telephone,233,1,257,778,0.0,yes,1,2022-05-26
3539,telephone,89,5,844,791,1.0,yes,1,2022-09-15
3540,telephone,60,1,278,545,,no,1,2022-03-14
3541,telephone,596,2,792,164,1.0,yes,1,2022-03-06
3542,cellular,830,4,512,124,,yes,1,2022-03-11
3543,cellular,862,4,864,943,,no,1,2022-05-15
3544,telephone,748,3,120,823,,yes,1,2022-05-20
3545,cellular,959,4,41,155,0.0,no,1,2022-05-02
3546,cellular,135,6,78,180,,no,1,2022-05-04
3547,telephone,911,5,985,737,1.0,no,1,2022-09-15
3548,cellular,427,7,81,462,1.0,yes,1,2022-03-11
3549,telephone,447,9,499,433,,no,1,2022-05-25
3550,telephone,924,9,672,564,,yes,1,2022-03-04
3551,telephone,632,1,688,600,0.0,no,1,2022-03-16
3552,telephone,623,4,829,120,1.0,yes,1,2022-03-09
3553,telephone,198,3,316,682,1.0,yes,1,2022-05-08
3554,telephone,68,7,849,133,0.0,yes,1,2022-09-28
3555,telephone,396,5,255,642,1.0,yes,1,2022-03-15
3556,cellular,682,4,831,655,0.0,no,1,2022-09-24
3557,telephone,346,7,756,743,,yes,1,2022-03-28
3558,cellular,966,4,191,478,,yes,1,2022-09-16
3559,telephone,808,6,487,527,1.0,yes,1,2022-09-08
3560,telephone,466,2,651,980,0.0,yes,1,2022-03-05
3561,telephone,122,1,972,340,1.0,yes,1,2022-09-14
3562,cellular,798,4,987,536,0.0,no,1,2022-09-17
3563,telephone,409,8,980,677,0.0,yes,1,2022-09-02
3564,telephone,496,4,212,9,1.0,yes,1,2022-09-17
3565,telephone,714,2,90,717,,yes,1,2022-09-03
3566,telephone,19,1,409,603,0.0,yes,1,2022-09-27
3567,cellular,50,8,630,418,1.0,no,1,2022-05-28
3568,cellular,852,2,113,411,0.0,no,1,2022-05-20
3569,cellular,645,8,196,365,0.0,yes,1,2022-03-06
3570,telephone,791,1,536,749,,yes,1,2022-05-06
3571,cellular,714,2,926,320,1.0,no,1,2022-05-15
3572,telephone,122,3,62,44,1.0,no,1,2022-03-09
3573,cellular,453,3,103,607,,no,1,2022-03-06
3574,telephone,619,6,709,459,1.0,no,1,2022-09-13
3575,telephone,278,6,284,254,1.0,no,1,2022-03-27
3576,telephone,683,8,210,919,0.0,no,1,2022-03-09
3577,cellular,25,4,391,400,0.0,yes,1,2022-05-15
3578,telephone,716,6,712,476,0.0,yes,1,2022-03-15
3579,cellular,523,8,457,58,0.0,yes,1,2022-03-09
3580,cellular,684,8,512,793,0.0,no,1,2022-05-02
3581,cellular,74,9,115,390,1.0,yes,1,2022-03-23
3582,telephone,665,4,956,885,0.0,yes,1,2022-05-30
3583,cellular,483,9,607,756,,no,1,2022-09-04
3584,cellular,259,1,628,660,0.0,no,1,2022-09-09
3585,telephone,722,5,868,542,,yes,1,2022-09-28
3586,cellular,855,5,540,517,0.0,no,1,2022-05-06
3587,telephone,252,4,676,491,,yes,1,2022-05-21
3588,telephone,106,8,72,208,1.0,yes,1,2022-05-09
3589,cellular,550,8,174,865,1.0,no,1,2022-05-29
3590,cellular,156,4,156,74,,no,1,2022-03-18
3591,telephone,631,8,776,121,0.0,no,1,2022-05-02
3592,telephone,378,1,852,382,0.0,no,1,2022-09-12
3593,telephone,50,7,347,422,0.0,yes,1,2022-09-30
3594,telephone,716,8,208,416,1.0,no,1,2022-05-17
3595,telephone,686,8,244,20,1.0,yes,1,2022-09-15
3596,cellular,909,9,311,698,1.0,no,1,2022-05-01
3597,cellular,572,3,384,48,1.0,no,1,2022-03-08
3598,telephone,259,7,85,755,,no,1,2022-09-17
3599,cellular,912,1,801,813,,no,1,2022-09-20
3600,telephone,237,1,85,660,,yes,1,2022-09-12
3601,cellular,215,8,408,690,,no,1,2022-05-06
3602,cellular,64,2,888,675,,no,1,2022-03-08
3603,cellular,991,7,638,705,,no,1,2022-03-17
3604,cellular,521,3,443,688,0.0,no,1,2022-05-29
3605,cellular,433,5,381,899,1.0,no,1,2022-05-02
3606,telephone,76,4,999,183,,yes,1,2022-03-28
3607,telephone,394,4,870,482,1.0,no,1,2022-09-13
3608,cellular,907,1,521,895,1.0,yes,1,2022-03-26
3609,cellular,32,5,670,751,0.0,no,1,2022-09-18
3610,cellular,875,7,705,474,,no,1,2022-05-01
3611,telephone,726,6,331,608,,no,1,2022-03-24
3612,telephone,818,9,385,652,0.0,yes,1,2022-05-25
3613,telephone,577,7,685,741,,no,1,2022-03-19
3614,cellular,760,4,444,125,,yes,1,2022-05-21
3615,cellular,353,1,321,178,,yes,1,2022-09-18
3616,telephone,876,8,321,694,0.0,yes,1,2022-03-18
3617,cellular,416,1,631,286,,no,1,2022-03-30
3618,cellular,722,3,105,796,,no,1,2022-09-15
3619,cellular,427,3,660,415,,yes,1,2022-03-15
