id,age,job,marital,education,credit_default,housing,loan
3171,57,unknown,unknown,basic_9y,no,yes,yes
3172,53,blue-collar,married,,yes,unknown,unknown
3173,88,admin,single,basic_4y,unknown,yes,no
3174,43,blue-collar,unknown,basic_9y,yes,no,unknown
3175,26,admin,unknown,basic_4y,no,yes,unknown
3176,61,blue-collar,unknown,,yes,no,no
3177,34,unknown,single,basic_9y,unknown,yes,no
3178,58,unknown,unknown,basic_9y,no,yes,no
3179,20,unknown,married,,unknown,unknown,yes
3180,20,blue-collar,unknown,,unknown,yes,unknown
3181,69,unknown,single,basic_4y,unknown,no,no
3182,60,unknown,single,basic_9y,unknown,no,no
3183,97,blue-collar,single,basic_4y,no,unknown,yes
3184,71,admin,unknown,basic_9y,unknown,unknown,no
3185,95,unemployed,married,,no,yes,unknown
3186,80,unemployed,married,,no,no,yes
3187,68,unemployed,unknown,basic_4y,no,yes,no
3188,83,unknown,single,,yes,unknown,unknown
3189,79,admin,single,basic_4y,no,unknown,unknown
3190,32,unknown,married,,no,unknown,unknown
3191,85,blue-collar,single,basic_4y,unknown,yes,yes
3192,24,unemployed,married,basic_4y,unknown,yes,yes
3193,43,unknown,single,basic_4y,yes,yes,yes
3194,97,unknown,single,,no,no,yes
3195,73,unknown,unknown,basic_4y,no,no,unknown
3196,22,blue-collar,single,basic_4y,unknown,no,yes
3197,78,unemployed,unknown,basic_4y,no,no,yes
3198,78,unknown,married,basic_9y,no,no,no
3199,34,blue-collar,single,basic_4y,no,no,no
3200,64,admin,married,basic_4y,unknown,unknown,unknown
3201,93,unemployed,unknown,,no,unknown,yes
3202,27,unknown,unknown,basic_4y,no,yes,unknown
3203,91,unknown,unknown,,unknown,yes,no
3204,18,unemployed,unknown,basic_9y,yes,no,unknown
3205,90,unknown,unknown,basic_4y,no,unknown,yes
3206,79,unknown,single,basic_4y,yes,no,unknown
3207,36,admin,single,basic_4y,no,unknown,no
3208,45,unknown,unknown,,no,yes,no
3209,22,admin,single,,unknown,yes,unknown
3210,65,blue-collar,unknown,basic_4y,no,yes,no
3211,18,unemployed,married,basic_9y,unknown,yes,yes
3212,55,unemployed,single,basic_9y,no,no,yes
3213,52,unemployed,married,basic_9y,yes,no,no
3214,25,admin,single,basic_9y,yes,no,no
3215,55,unknown,married,basic_4y,yes,no,unknown
3216,30,admin,single,basic_9y,yes,no,yes
3217,90,unknown,married,,yes,unknown,yes
3218,46,blue-collar,married,basic_9y,yes,yes,no
3219,94,unemployed,married,,no,yes,unknown
3220,99,unknown,married,basic_4y,yes,unknown,unknown
3221,40,unemployed,married,basic_9y,unknown,yes,unknown
3222,95,admin,single,basic_9y,unknown,no,unknown
3223,71,blue-collar,unknown,basic_9y,yes,unknown,yes
3224,32,admin,single,,yes,yes,yes
3225,91,blue-collar,unknown,basic_4y,unknown,no,unknown
3226,44,blue-collar,single,basic_9y,unknown,unknown,yes
3227,98,unemployed,single,basic_4y,yes,yes,yes
3228,50,unemployed,married,,unknown,yes,no
3229,96,unknown,single,basic_4y,unknown,unknown,no
3230,24,unknown,married,basic_4y,no,unknown,no
3231,94,unemployed,married,,no,yes,unknown
3232,49,blue-collar,unknown,,yes,no,yes
3233,18,unemployed,married,basic_9y,yes,yes,yes
3234,94,admin,unknown,,no,no,yes
3235,54,unemployed,married,basic_9y,yes,no,no
3236,53,unknown,single,basic_9y,yes,yes,unknown
3237,55,unknown,single,basic_4y,unknown,no,no
3238,86,unknown,married,basic_9y,yes,yes,yes
3239,46,admin,single,basic_9y,no,unknown,no
3240,39,unemployed,married,basic_9y,yes,yes,yes
3241,80,unknown,unknown,basic_4y,unknown,no,yes
3242,36,blue-collar,single,,no,unknown,unknown
3243,44,unemployed,single,basic_4y,unknown,no,unknown
3244,55,unknown,single,basic_9y,unknown,unknown,unknown
3245,50,unknown,unknown,basic_4y,unknown,yes,no
3246,25,admin,unknown,basic_4y,no,no,no
3247,88,unemployed,single,basic_4y,no,no,no
3248,48,blue-collar,married,basic_4y,yes,unknown,no
3249,43,unknown,married,basic_9y,no,yes,yes
3250,78,blue-collar,unknown,basic_9y,no,no,no
3251,26,unemployed,unknown,basic_9y,unknown,no,yes
3252,52,unemployed,married,basic_4y,unknown,yes,unknown
3253,59,unemployed,single,,yes,no,yes
3254,68,unemployed,unknown,basic_4y,unknown,no,yes
3255,25,unknown,unknown,basic_9y,yes,no,no
3256,88,blue-collar,married,basic_4y,yes,unknown,no
3257,47,blue-collar,unknown,,yes,no,unknown
3258,19,unemployed,married,basic_4y,no,yes,unknown
3259,68,unknown,married,,yes,unknown,unknown
3260,71,unemployed,single,basic_9y,unknown,unknown,unknown
3261,40,unemployed,unknown,basic_9y,unknown,unknown,yes
3262,43,blue-collar,unknown,basic_9y,unknown,no,yes
3263,18,blue-collar,unknown,basic_9y,yes,yes,no
3264,88,unknown,unknown,basic_4y,no,yes,yes
3265,37,blue-collar,single,basic_9y,yes,unknown,no
3266,87,blue-collar,unknown,basic_4y,yes,yes,no
3267,62,blue-collar,married,,unknown,no,no
3268,51,unknown,single,basic_9y,unknown,no,no
3269,91,unemployed,unknown,,yes,unknown,yes
3270,56,unknown,unknown,basic_4y,unknown,no,no
3271,69,blue-collar,unknown,basic_4y,unknown,yes,unknown
3272,23,blue-collar,unknown,,unknown,no,no
3273,80,admin,married,,unknown,yes,unknown
3274,46,admin,unknown,basic_4y,yes,yes,no
3275,64,unknown,single,,no,no,yes
3276,80,admin,unknown,,no,no,no
3277,90,blue-collar,married,basic_4y,yes,no,yes
3278,47,blue-collar,single,basic_4y,no,unknown,yes
3279,80,blue-collar,single,,no,unknown,no
3280,67,unknown,single,basic_9y,unknown,unknown,no
3281,49,admin,unknown,,unknown,unknown,unknown
3282,23,admin,single,basic_4y,yes,unknown,yes
3283,24,admin,single,basic_4y,unknown,unknown,yes
3284,86,admin,married,,unknown,unknown,no
3285,58,blue-collar,unknown,basic_9y,yes,unknown,yes
3286,21,blue-collar,single,basic_4y,unknown,yes,yes
3287,25,unemployed,married,basic_4y,unknown,yes,no
3288,22,unemployed,unknown,,unknown,unknown,unknown
3289,38,unemployed,unknown,basic_9y,no,unknown,yes
3290,60,blue-collar,married,basic_9y,no,yes,no
3291,33,admin,unknown,basic_9y,no,unknown,yes
3292,81,unknown,unknown,basic_4y,yes,no,no
3293,48,unemployed,unknown,,no,no,no
3294,85,blue-collar,single,basic_4y,yes,unknown,unknown
3295,70,unknown,married,,yes,unknown,yes
3296,82,unknown,single,basic_4y,no,no,yes
3297,98,blue-collar,married,basic_9y,unknown,no,unknown
3298,91,admin,single,basic_4y,unknown,yes,no
3299,80,blue-collar,married,basic_4y,unknown,yes,unknown
3300,23,blue-collar,single,basic_9y,yes,yes,yes
3301,34,unemployed,unknown,basic_9y,unknown,yes,unknown
3302,93,admin,single,basic_9y,no,no,unknown
3303,27,admin,married,,yes,unknown,no
3304,64,unknown,unknown,basic_4y,yes,no,yes
3305,94,unemployed,married,,yes,yes,no
3306,84,unknown,married,,no,unknown,yes
3307,52,admin,married,basic_4y,unknown,no,yes
3308,98,unemployed,married,,no,unknown,unknown
3309,96,blue-collar,single,,no,no,yes
3310,95,unknown,unknown,basic_4y,yes,no,yes
3311,32,admin,unknown,basic_4y,no,unknown,no
3312,38,blue-collar,unknown,,no,yes,unknown
3313,35,unknown,single,basic_9y,yes,unknown,unknown
3314,92,blue-collar,unknown,basic_9y,no,unknown,unknown
3315,24,unemployed,married,basic_9y,yes,no,yes
3316,39,admin,married,basic_4y,unknown,yes,unknown
3317,91,unemployed,married,basic_4y,yes,unknown,yes
3318,92,unemployed,married,,unknown,unknown,yes
3319,40,unemployed,single,,unknown,unknown,no
3320,99,unknown,unknown,basic_4y,no,no,no
3321,28,unemployed,married,basic_4y,no,no,unknown
3322,36,blue-collar,single,basic_4y,yes,unknown,yes
3323,65,blue-collar,single,basic_4y,unknown,yes,unknown
3324,82,blue-collar,married,basic_4y,unknown,unknown,yes
3325,85,admin,married,,no,yes,unknown
3326,76,unemployed,unknown,,unknown,yes,no
3327,48,admin,single,basic_9y,no,unknown,yes
3328,61,blue-collar,married,basic_9y,unknown,unknown,unknown
3329,39,blue-collar,unknown,basic_4y,unknown,yes,yes
3330,35,blue-collar,unknown,basic_9y,yes,no,unknown
3331,48,admin,single,basic_4y,no,no,no
3332,74,blue-collar,married,basic_4y,unknown,no,yes
3333,66,unemployed,unknown,basic_4y,yes,yes,yes
3334,27,blue-collar,unknown,basic_4y,yes,no,unknown
3335,76,blue-collar,unknown,,no,unknown,yes
3336,36,admin,single,basic_4y,yes,yes,no
3337,76,admin,unknown,basic_4y,no,no,yes
3338,94,blue-collar,married,basic_4y,yes,unknown,yes
3339,52,unemployed,unknown,basic_4y,no,yes,yes
3340,55,blue-collar,single,,yes,yes,yes
3341,58,unemployed,unknown,basic_9y,yes,yes,unknown
3342,19,unknown,single,basic_4y,no,no,no
3343,87,unknown,single,basic_4y,yes,unknown,yes
3344,37,unemployed,married,basic_9y,unknown,yes,unknown
3345,51,unknown,single,basic_4y,no,yes,no
3346,63,admin,unknown,basic_4y,unknown,unknown,no
3347,61,blue-collar,unknown,basic_9y,no,no,yes
3348,74,blue-collar,married,,unknown,no,no
3349,20,unknown,unknown,basic_9y,yes,no,unknown
3350,74,unknown,single,basic_4y,no,unknown,no
3351,92,admin,married,basic_4y,yes,yes,yes
3352,25,blue-collar,single,basic_4y,no,yes,yes
3353,74,unknown,single,basic_9y,unknown,no,no
3354,54,unemployed,married,basic_4y,no,no,no
3355,94,unemployed,single,,no,unknown,no
3356,37,unemployed,married,basic_4y,no,yes,no
3357,43,admin,unknown,,no,no,unknown
3358,21,blue-collar,married,basic_4y,yes,yes,yes
3359,83,unknown,single,basic_4y,yes,unknown,no
3360,23,unemployed,married,basic_9y,unknown,unknown,yes
3361,55,unemployed,single,,yes,no,no
3362,93,admin,married,basic_9y,no,yes,unknown
3363,58,blue-collar,married,basic_4y,no,unknown,yes
3364,69,unknown,unknown,,unknown,no,yes
3365,42,admin,married,,no,no,unknown
3366,87,unemployed,married,,yes,yes,unknown
3367,41,unknown,unknown,,yes,no,yes
3368,61,unknown,unknown,,unknown,yes,no
3369,66,unknown,unknown,basic_4y,no,no,yes
3370,36,blue-collar,single,,yes,yes,no
3371,44,blue-collar,single,basic_4y,unknown,yes,no
3372,88,admin,single,basic_9y,unknown,unknown,yes
3373,92,unemployed,married,basic_4y,unknown,no,yes
3374,50,unemployed,single,basic_4y,yes,yes,unknown
3375,93,unknown,single,basic_4y,no,yes,yes
3376,33,unemployed,married,,no,yes,unknown
3377,55,admin,married,basic_9y,no,unknown,yes
3378,88,blue-collar,unknown,,no,no,no
3379,53,admin,unknown,,unknown,no,yes
3380,53,unemployed,unknown,basic_9y,yes,no,yes
3381,25,admin,unknown,basic_9y,no,unknown,yes
3382,47,admin,single,,yes,unknown,yes
3383,47,unemployed,married,,no,no,yes
3384,24,admin,unknown,basic_4y,unknown,yes,no
3385,60,admin,single,,unknown,no,unknown
3386,45,unemployed,unknown,basic_4y,yes,unknown,no
3387,89,unemployed,married,,no,unknown,yes
3388,29,unknown,unknown,,unknown,unknown,yes
3389,31,unknown,married,basic_9y,unknown,no,unknown
3390,61,blue-collar,married,,unknown,yes,yes
3391,92,blue-collar,married,basic_4y,yes,yes,unknown
3392,89,unknown,unknown,basic_9y,no,unknown,yes
3393,74,unemployed,unknown,,yes,no,yes
3394,57,blue-collar,married,basic_4y,unknown,unknown,no
3395,53,blue-collar,married,basic_4y,no,yes,no
3396,74,blue-collar,married,basic_4y,no,no,no
3397,78,unknown,single,basic_9y,unknown,unknown,no
3398,79,blue-collar,married,basic_4y,no,yes,yes
3399,22,unknown,married,basic_9y,unknown,yes,yes
3400,42,blue-collar,unknown,basic_9y,unknown,no,no
3401,73,blue-collar,unknown,basic_9y,no,unknown,unknown
3402,88,blue-collar,unknown,basic_9y,unknown,unknown,unknown
3403,35,unemployed,married,basic_9y,no,no,unknown
3404,22,blue-collar,single,basic_9y,no,no,yes
3405,37,admin,married,basic_9y,no,no,no
3406,42,blue-collar,married,basic_4y,no,yes,unknown
3407,53,unemployed,married,basic_9y,no,no,yes
3408,65,blue-collar,unknown,basic_4y,unknown,no,yes
3409,79,blue-collar,unknown,basic_9y,yes,yes,yes
3410,25,unemployed,married,basic_4y,yes,yes,no
3411,51,blue-collar,unknown,basic_9y,yes,yes,unknown
3412,20,blue-collar,unknown,basic_9y,yes,yes,no
3413,68,unemployed,single,,yes,no,yes
3414,89,admin,married,basic_9y,no,unknown,unknown
3415,49,unemployed,unknown,basic_9y,yes,yes,yes
3416,52,blue-collar,married,,yes,yes,yes
3417,61,blue-collar,single,basic_9y,unknown,unknown,no
3418,40,blue-collar,single,,yes,yes,yes
3419,69,unemployed,single,,unknown,unknown,unknown
3420,84,unknown,single,,unknown,unknown,yes
3421,42,unemployed,unknown,basic_4y,yes,no,no
3422,95,admin,unknown,basic_4y,unknown,yes,unknown
3423,60,unemployed,single,basic_9y,unknown,no,no
3424,60,blue-collar,married,basic_4y,unknown,yes,yes
3425,61,unknown,married,basic_9y,yes,no,unknown
3426,53,admin,married,basic_4y,no,no,no
3427,73,admin,unknown,basic_9y,unknown,yes,unknown
3428,73,admin,single,,unknown,yes,unknown
3429,49,blue-collar,single,,no,no,no
3430,85,unknown,single,basic_4y,yes,unknown,yes
3431,91,unknown,married,basic_9y,no,no,yes
3432,85,unknown,single,basic_4y,unknown,no,yes
3433,78,admin,single,basic_9y,unknown,unknown,unknown
3434,79,unknown,unknown,basic_4y,unknown,no,unknown
3435,40,unemployed,married,,unknown,no,no
3436,27,admin,married,,unknown,unknown,no
3437,54,unknown,married,basic_9y,no,no,unknown
3438,89,unemployed,single,basic_9y,unknown,no,no
3439,79,blue-collar,single,basic_4y,unknown,unknown,no
3440,91,admin,unknown,basic_4y,unknown,yes,no
3441,67,admin,single,,yes,yes,yes
3442,30,unemployed,single,basic_9y,no,yes,no
3443,20,unemployed,unknown,basic_4y,yes,yes,yes
3444,80,unknown,unknown,,no,unknown,no
3445,44,unemployed,married,basic_9y,no,unknown,unknown
3446,24,unknown,married,basic_9y,no,yes,no
3447,18,unknown,single,basic_9y,unknown,unknown,yes
3448,97,unknown,married,,no,yes,no
3449,23,unknown,unknown,,no,no,yes
3450,46,unemployed,unknown,basic_4y,no,no,no
3451,44,unknown,unknown,basic_9y,unknown,no,unknown
3452,79,admin,unknown,,yes,yes,unknown
3453,87,admin,unknown,basic_9y,unknown,unknown,yes
3454,51,unknown,married,basic_9y,unknown,yes,unknown
3455,50,unemployed,unknown,basic_4y,yes,yes,yes
3456,32,unknown,married,,unknown,unknown,yes
3457,31,unemployed,unknown,basic_4y,unknown,yes,yes
3458,53,unemployed,unknown,basic_4y,no,no,unknown
3459,62,unemployed,married,basic_9y,no,unknown,yes
3460,69,admin,married,basic_4y,yes,unknown,no
3461,78,admin,single,,no,yes,yes
3462,83,admin,single,basic_9y,unknown,no,unknown
3463,97,unknown,married,basic_4y,no,yes,yes
3464,49,unknown,married,,yes,yes,yes
3465,63,blue-collar,married,basic_9y,yes,no,no
3466,42,blue-collar,unknown,,unknown,unknown,no
3467,42,admin,single,basic_9y,yes,yes,unknown
3468,97,unemployed,single,basic_9y,unknown,no,yes
3469,62,blue-collar,single,basic_9y,unknown,yes,no
3470,77,unemployed,single,basic_9y,unknown,yes,no
3471,83,unknown,single,basic_4y,unknown,unknown,unknown
3472,27,blue-collar,unknown,basic_9y,unknown,yes,no
3473,45,unemployed,married,basic_4y,yes,unknown,yes
3474,38,blue-collar,unknown,basic_9y,no,no,yes
3475,74,admin,unknown,basic_4y,no,unknown,unknown
3476,91,blue-collar,married,basic_4y,yes,unknown,unknown
3477,92,unknown,single,basic_9y,unknown,yes,yes
3478,60,unemployed,unknown,basic_9y,unknown,yes,unknown
3479,93,unknown,married,basic_4y,unknown,yes,no
3480,84,unemployed,married,,no,yes,yes
3481,31,admin,single,basic_9y,no,no,no
3482,51,admin,married,,yes,yes,yes
3483,53,unknown,unknown,,yes,no,unknown
3484,59,unemployed,married,basic_9y,unknown,yes,yes
3485,79,blue-collar,married,basic_9y,yes,unknown,unknown
3486,90,unemployed,single,basic_9y,yes,no,unknown
3487,34,unknown,unknown,basic_9y,yes,unknown,unknown
3488,48,unemployed,unknown,basic_4y,yes,yes,unknown
3489,61,unemployed,single,basic_4y,unknown,yes,no
3490,58,admin,unknown,,unknown,unknown,yes
3491,48,blue-collar,unknown,basic_9y,unknown,yes,no
3492,61,blue-collar,married,,no,no,unknown
3493,25,admin,unknown,,yes,yes,no
3494,77,admin,single,basic_4y,unknown,yes,yes
3495,92,admin,unknown,,no,no,no
3496,56,unknown,married,basic_4y,no,yes,unknown
3497,89,unknown,married,basic_9y,unknown,no,no
3498,57,blue-collar,single,basic_4y,unknown,no,yes
3499,43,unemployed,married,basic_9y,yes,no,unknown
3500,25,blue-collar,unknown,,no,unknown,unknown
3501,56,blue-collar,single,basic_9y,no,no,yes
3502,19,unemployed,married,basic_4y,no,unknown,yes
3503,21,unknown,unknown,basic_9y,unknown,no,yes
3504,36,unknown,single,basic_9y,yes,no,yes
3505,35,unemployed,single,basic_9y,yes,unknown,yes
3506,67,admin,married,basic_4y,unknown,unknown,no
3507,67,unemployed,married,basic_9y,unknown,yes,no
3508,56,blue-collar,unknown,basic_9y,unknown,unknown,unknown
3509,68,unemployed,married,basic_4y,unknown,no,yes
3510,96,unemployed,married,basic_4y,yes,unknown,no
3511,20,admin,married,basic_4y,yes,yes,unknown
3512,28,unemployed,single,basic_9y,yes,no,yes
3513,21,admin,married,basic_4y,no,yes,unknown
3514,34,unknown,single,basic_9y,yes,no,unknown
3515,60,blue-collar,married,,yes,yes,yes
3516,38,unknown,single,,no,no,yes
3517,82,unemployed,unknown,,no,unknown,unknown
3518,50,admin,married,basic_9y,no,no,no
3519,18,unknown,unknown,basic_9y,yes,yes,yes
3520,76,unemployed,unknown,,unknown,yes,yes
3521,30,unknown,single,,no,yes,yes
3522,67,admin,single,basic_4y,unknown,no,yes
3523,90,unemployed,unknown,basic_4y,no,no,no
3524,25,admin,single,basic_4y,unknown,no,unknown
3525,69,blue-collar,married,,no,unknown,unknown
3526,23,blue-collar,married,,yes,yes,unknown
3527,96,unknown,married,basic_4y,no,unknown,unknown
3528,30,blue-collar,single,basic_4y,unknown,unknown,unknown
3529,61,blue-collar,married,basic_9y,unknown,unknown,no
3530,26,unemployed,single,basic_4y,no,yes,unknown
3531,88,blue-collar,married,basic_4y,unknown,unknown,yes
3532,61,admin,single,,no,unknown,yes
3533,62,unknown,married,basic_9y,unknown,unknown,no
3534,94,unknown,unknown,basic_9y,unknown,yes,unknown
3535,91,unemployed,single,basic_4y,unknown,yes,unknown
3536,77,admin,unknown,basic_9y,no,unknown,no
3537,91,unemployed,unknown,basic_9y,no,no,unknown
3538,19,admin,single,basic_4y,unknown,yes,unknown
3539,58,unemployed,married,,yes,unknown,unknown
3540,44,admin,married,,yes,no,unknown
3541,43,blue-collar,unknown,basic_9y,yes,unknown,unknown
3542,18,unknown,single,,no,no,unknown
3543,97,blue-collar,single,,unknown,no,yes
3544,82,unknown,married,basic_9y,yes,unknown,yes
3545,98,unemployed,unknown,basic_9y,yes,no,yes
3546,24,unknown,unknown,basic_9y,unknown,yes,yes
3547,89,admin,single,,yes,unknown,unknown
3548,89,unemployed,single,,no,yes,unknown
3549,21,admin,married,basic_4y,no,no,unknown
3550,86,admin,married,basic_4y,unknown,unknown,no
3551,24,blue-collar,single,,unknown,no,unknown
3552,81,admin,married,basic_4y,yes,yes,no
3553,83,blue-collar,unknown,,no,unknown,unknown
3554,98,admin,married,basic_4y,yes,no,unknown
3555,96,admin,single,,yes,no,yes
3556,41,admin,married,,unknown,yes,no
3557,66,blue-collar,single,basic_4y,no,yes,no
3558,20,unknown,married,basic_9y,unknown,yes,unknown
3559,62,unknown,married,basic_4y,unknown,unknown,yes
3560,92,unemployed,married,basic_9y,unknown,unknown,no
3561,34,admin,married,basic_9y,unknown,yes,unknown
3562,44,admin,married,basic_9y,no,unknown,yes
3563,75,unknown,single,basic_4y,yes,no,yes
3564,18,admin,single,basic_4y,no,no,no
3565,52,admin,married,,no,no,yes
3566,39,unemployed,married,,yes,yes,no
3567,29,blue-collar,married,basic_9y,no,yes,yes
3568,32,admin,unknown,,yes,no,yes
3569,86,unemployed,single,basic_9y,no,unknown,yes
3570,95,unknown,single,basic_9y,yes,no,unknown
3571,25,blue-collar,single,basic_4y,unknown,unknown,no
3572,45,unknown,married,basic_4y,unknown,unknown,yes
3573,20,blue-collar,married,basic_9y,yes,no,yes
3574,38,admin,single,basic_4y,unknown,unknown,yes
3575,91,blue-collar,single,basic_4y,unknown,no,unknown
3576,80,unemployed,single,basic_9y,yes,yes,yes
3577,73,unemployed,single,basic_4y,no,yes,no
3578,57,blue-collar,married,basic_4y,unknown,no,unknown
3579,68,unknown,single,,unknown,no,no
3580,87,unknown,married,,no,no,no
3581,27,unknown,married,basic_4y,no,no,no
3582,63,unemployed,single,,no,unknown,no
3583,51,unemployed,married,basic_4y,no,unknown,no
3584,69,unemployed,single,basic_4y,no,unknown,no
3585,33,unemployed,unknown,basic_4y,yes,unknown,no
3586,92,unemployed,married,basic_4y,no,no,no
3587,62,unemployed,unknown,,unknown,yes,yes
3588,64,unemployed,unknown,basic_9y,yes,yes,yes
3589,70,blue-collar,unknown,basic_4y,no,yes,no
3590,38,unknown,married,,unknown,no,yes
3591,98,admin,married,,no,yes,yes
3592,86,unemployed,single,basic_4y,no,unknown,yes
3593,70,blue-collar,married,,unknown,no,yes
3594,41,admin,unknown,basic_4y,no,no,unknown
3595,84,admin,unknown,basic_9y,no,no,no
3596,31,admin,married,basic_4y,no,no,no
3597,50,unemployed,unknown,basic_9y,no,unknown,yes
3598,47,unknown,unknown,basic_4y,no,yes,yes
3599,69,unemployed,married,basic_9y,no,unknown,yes
3600,51,admin,single,basic_4y,unknown,no,unknown
3601,96,unemployed,single,,unknown,yes,yes
3602,63,unknown,single,basic_9y,yes,unknown,yes
3603,60,blue-collar,single,basic_9y,no,yes,yes
3604,43,admin,single,basic_9y,unknown,yes,no
3605,59,blue-collar,married,basic_9y,unknown,no,unknown
3606,40,admin,unknown,,no,no,no
3607,62,admin,single,basic_4y,unknown,yes,unknown
3608,90,blue-collar,married,,no,unknown,unknown
3609,96,unknown,single,,unknown,no,unknown
3610,63,unknown,unknown,basic_4y,yes,no,no
3611,50,unknown,unknown,basic_4y,unknown,unknown,no
3612,73,unemployed,single,basic_9y,no,unknown,unknown
3613,56,unemployed,unknown,,yes,no,no
3614,51,unemployed,unknown,,yes,unknown,yes
3615,37,blue-collar,single,basic_9y,no,yes,unknown
3616,99,blue-collar,single,,unknown,yes,unknown
3617,98,unemployed,single,basic_4y,yes,no,unknown
3618,22,unemployed,single,basic_9y,no,no,no
3619,90,unemployed,married,basic_4y,unknown,unknown,yes
3620,60,blue-collar,single,basic_9y,yes,unknown,yes
3621,40,admin,married,basic_4y,no,no,yes
3622,95,admin,single,,yes,unknown,yes
3623,24,unemployed,single,basic_4y,yes,unknown,unknown
3624,19,unemployed,unknown,,yes,no,yes
3625,69,unemployed,single,,no,yes,yes
3626,84,blue-collar,single,basic_9y,yes,yes,yes
3627,41,unemployed,unknown,,no,no,no
3628,30,admin,unknown,,yes,yes,yes
3629,22,unknown,unknown,basic_9y,yes,yes,no
3630,72,blue-collar,single,basic_4y,unknown,unknown,yes
3631,60,unemployed,unknown,basic_9y,no,yes,yes
3632,60,blue-collar,married,basic_9y,unknown,unknown,yes
3633,38,unknown,unknown,basic_4y,yes,unknown,yes
3634,34,admin,single,basic_4y,no,no,yes
3635,33,blue-collar,single,basic_4y,yes,unknown,unknown
3636,71,admin,unknown,basic_9y,no,yes,unknown
3637,25,admin,single,basic_4y,unknown,unknown,unknown
3638,88,blue-collar,single,basic_9y,yes,unknown,unknown
3639,75,admin,unknown,basic_9y,unknown,yes,yes
3640,93,blue-collar,married,basic_4y,unknown,no,yes
3641,40,unemployed,married,,no,unknown,yes
3642,82,blue-collar,single,,yes,unknown,yes
3643,73,blue-collar,married,basic_9y,unknown,yes,no
3644,73,blue-collar,single,basic_4y,yes,no,unknown
3645,80,blue-collar,single,basic_9y,yes,yes,no
3646,35,unemployed,unknown,,unknown,unknown,yes
3647,65,unknown,unknown,,unknown,no,no
3648,86,unknown,single,,yes,no,unknown
3649,96,unemployed,married,basic_4y,no,no,yes
3650,93,unknown,single,,no,unknown,no
3651,92,unknown,unknown,basic_9y,no,unknown,yes
3652,77,unemployed,unknown,basic_4y,unknown,no,no
3653,88,blue-collar,unknown,,no,no,yes
3654,82,admin,married,basic_4y,no,yes,yes
3655,98,blue-collar,unknown,,unknown,unknown,unknown
3656,77,unemployed,married,basic_4y,unknown,no,yes
3657,79,blue-collar,married,,no,unknown,no
3658,30,admin,single,basic_9y,yes,no,no
3659,25,unknown,single,basic_9y,yes,no,no
3660,24,unknown,unknown,,unknown,no,yes
3661,40,blue-collar,married,basic_4y,unknown,no,no
3662,45,unknown,single,basic_9y,unknown,yes,unknown
3663,86,unemployed,married,basic_9y,no,no,no
3664,69,unknown,single,basic_4y,no,no,unknown
3665,75,unknown,unknown,basic_4y,yes,yes,no
3666,50,unknown,unknown,basic_4y,yes,unknown,yes
3667,33,blue-collar,married,,unknown,unknown,yes
3668,44,admin,single,,unknown,yes,unknown
3669,24,admin,single,,yes,unknown,no
3670,28,blue-collar,single,basic_9y,no,yes,unknown
3671,62,admin,married,,no,yes,no
3672,41,admin,unknown,basic_4y,yes,no,unknown
3673,53,blue-collar,married,basic_4y,yes,no,no
3674,49,unknown,unknown,basic_9y,yes,unknown,unknown
3675,93,blue-collar,unknown,basic_4y,yes,unknown,unknown
3676,48,unemployed,unknown,basic_4y,yes,yes,no
3677,94,blue-collar,married,basic_4y,no,no,yes
3678,75,admin,single,,unknown,unknown,no
3679,50,admin,single,basic_9y,yes,yes,yes
3680,75,unknown,married,,unknown,unknown,no
3681,29,blue-collar,single,basic_9y,unknown,unknown,unknown
3682,32,admin,unknown,basic_4y,no,unknown,unknown
3683,25,blue-collar,single,basic_4y,unknown,unknown,no
3684,56,blue-collar,married,basic_4y,yes,unknown,yes
3685,55,unemployed,unknown,,yes,no,unknown
3686,51,admin,unknown,basic_9y,no,unknown,yes
3687,67,admin,unknown,basic_9y,yes,no,unknown
3688,79,unemployed,single,basic_9y,unknown,unknown,yes
3689,75,admin,single,basic_9y,no,yes,unknown
3690,49,admin,married,basic_4y,yes,yes,unknown
3691,43,unemployed,married,,yes,no,unknown
3692,68,unemployed,single,,unknown,unknown,no
3693,88,unknown,married,basic_9y,yes,unknown,unknown
3694,62,admin,unknown,,no,yes,no
3695,27,admin,married,basic_4y,no,unknown,unknown
3696,60,admin,married,basic_4y,no,no,unknown
3697,34,unknown,unknown,basic_4y,unknown,no,unknown
3698,52,unknown,married,basic_9y,yes,unknown,no
3699,84,unemployed,single,basic_4y,no,no,unknown
3700,64,unemployed,single,,unknown,no,no
3701,60,unknown,single,,yes,unknown,no
3702,38,blue-collar,single,basic_9y,unknown,unknown,no
3703,37,unemployed,unknown,basic_4y,yes,unknown,yes
3704,89,blue-collar,unknown,basic_9y,yes,unknown,no
3705,84,blue-collar,unknown,basic_4y,unknown,unknown,no
3706,95,admin,single,,yes,yes,unknown
3707,30,unknown,married,,unknown,yes,no
3708,18,blue-collar,unknown,,no,yes,unknown
3709,89,admin,single,basic_9y,no,unknown,unknown
3710,78,blue-collar,unknown,basic_9y,yes,unknown,unknown
3711,56,unknown,married,basic_4y,no,yes,yes
3712,55,admin,unknown,basic_9y,no,unknown,no
3713,48,unknown,single,,yes,yes,no
